Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/019085a76ba7126fff22770d71bd901c325fc68ac55aa743327984e89f4b0134.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/a917c1cc198cf36c0f2f6c24652e5c2e94e28d963b128d54f00144d216b2d118.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b7f36159aec7f3512e00bfa8aa189cbb97f9cc4752a635bc272c7a5ac1710e0b.png | Prediction: goodware | Probability: 0.9969 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/bc4ae56434b45818f57724f4cd19354a13e5964fd097d1933a30e2e31c9bdfa5.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/be8eb97d8171b8c91c6bc420346f7a6d2d2f76809a667ade03c990feffadaad5.png | Prediction: goodware | Probability: 0.8797 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/5ba187106567e8d036edd5ddb6763f89774c158d2a571e15d76572d8604c22a0.png | Prediction: goodware | Probability: 0.9672 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/9d88425e266b3a74045186837fbd71de657b47d11efefcf8b3cd185a884b5306.png | Prediction: goodware | Probability: 0.5933 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/fd624aa205517580e83fad7a4ce4d64863e95f62b34ac72647b1974a52822199.png | Prediction: goodware | Probability: 0.9997 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/fde583027a692d210e8f1f73667fa0037705128ade8bbfbc9b780f019ead6672.png | Prediction: goodware | Probability: 0.9911 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/fe3547f0e052c71f872bf09cdc1654137ee68f878fc6d5a78df16a13e6de1768.png | Prediction: goodware | Probability: 0.9865 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/fe4640fefa4bef02041a771a206f9184adb38de051f0d8726c4579736fe13bb6.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/fef436e4196ae779ec1d6dd6dcfeec045bc1f848efed5b24e287354a18c6dd85.png | Prediction: goodware | Probability: 0.9987 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/5f30aa2fe338191b972705412b8043b0a134cdb287d754771fc225f2309e82ee.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/5ffd4c5e1766196ac1cbd799de829812757684f4432f1b8de59054890997c30d.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b670fe2d803705f811b5a0c9e69ccfec3a6c3a31cfd42a30d9e8902af7b9ed80.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/14608aeec352d1a1197f3d9cbc354c57a7d32cee1bc42c14feb4bcbc769e36bd.png | Prediction: goodware | Probability: 0.9980 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/1488f56b62c37c789875dd3725103cdc3e17a6216aaba47d4543f3593f5040d5.png | Prediction: goodware | Probability: 0.9882 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/152c867667517a0ec0b3231beece8ff46ff954bfc2493ca3bdfdfc6ea6b1bde9.png | Prediction: goodware | Probability: 0.7616 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/15ffbb8d382cd2ff7b0bd4c87a7c0bffd1541c2fe86865af445123bc0b770d13.png | Prediction: goodware | Probability: 0.9747 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/16166533c69f2f04110e8b8e9cc45ed2aeaf7850fa68845c64d92ff907dd44f0.png | Prediction: goodware | Probability: 0.9992 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/1635ec04f069ccc8331d01fdf31132a4bc8f6fd3830ac94739df95ee093c555c.png | Prediction: goodware | Probability: 0.9994 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/52fe506928b0262f10de31e783af8540b6a0b232b15749d647847488acd0e17a.png | Prediction: goodware | Probability: 0.9992 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/54a76f5cd5a32ed7d5fa78e5d8311bafc0de57a475bc2fddc23ee4b3510b9d44.png | Prediction: goodware | Probability: 0.8375 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/5de8c04a77e37dc1860da490453085506f8aa378fbc7d811128694d8581b89ba.png | Prediction: goodware | Probability: 0.9993 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/63e81ac3c8e438221a088bc765158006cc99b2894d4340cf73305c43d67e9627.png | Prediction: goodware | Probability: 0.8930 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/75b30164a31d305f47f2c3c2121432e6d7b316cfb3deb6b39f78180168bc9472.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/7824eb5f173c43574593bd3afab41a60e0e2ffae80201a9b884721b451e6d935.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/7d5ad688d1cdb34f8ee694e60b9d47e894c879f23218c5c29a19a514030e706d.png | Prediction: goodware | Probability: 0.9942 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/51d91b71a89d7c01a19fa0e7f4b28f9badeb2dbec1bc413da11645c575853040.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/3d78f52fa0c08d8bf3d42074bf76ee56aa233fb9a6bc76119998d085d94368ca.png | Prediction: goodware | Probability: 0.9679 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/3fcffe9eae90ec365efb361674613ac95de50b2ccfd634c24491923f85c309a5.png | Prediction: goodware | Probability: 0.9961 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b81b10bdf4f29347979ea8a1715cbfc560e3452ba9fffcc33cd19a3dc47083a4.png | Prediction: goodware | Probability: 0.9386 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b831f61d4e2a438ef4bde3201f62a225db3b08acef0d5bdc947bbd8cd3b5998e.png | Prediction: goodware | Probability: 0.9998 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b8844e5b72971fe67d2905e77ddaa3366ae1c3bead92be6effd58691bc1ff8ec.png | Prediction: goodware | Probability: 0.5021 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/b99c3cc1acbb085c9a895a8c3510f6daaf31f0d2d9ccb8477c7fb7119376f57b.png | Prediction: goodware | Probability: 0.9999 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/bac8489de573f614d988097e9eae53ffc2eb4e7dcb0e68c349f549a26d2130a8.png | Prediction: goodware | Probability: 0.9964 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/1ee894c0b91f3b2f836288c22ebeab44798f222f17c255f557af2260b8c6a32d.png | Prediction: goodware | Probability: 0.9997 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/2094d105ec70aa98866a83b38a22614cff906b2cf0a08970ed59887383ee7b70.png | Prediction: goodware | Probability: 0.9993 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/efd470cfa90b918e5d558e5c8c3821343af06eedfd484dfeb20c4605f9bdc30e.png | Prediction: goodware | Probability: 1.0000 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/63e6b8136058d7a06dfff4034b4ab17a261cdf398e63868a601f77ddd1b32802.png | Prediction: goodware | Probability: 0.7764 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/260ebbf392498d00d767a5c5ba695e1a124057c1c01fff2ae76db7853fe4255b.png | Prediction: goodware | Probability: 0.9999 
Item: /run/media/bbdcmf/T7/ITS490-Project/dataset/theZoo_Benign-NET/malware/26b4699a7b9eeb16e76305d843d4ab05e94d43f3201436927e13b3ebafa90739.png | Prediction: goodware | Probability: 0.8106 
